temp_air_C,temp_process_C,delta_temp_C,vitesse_rotation_rpm,couple_Nm,usure_outil_min,puissance_W,ratio_couple_vitesse,type_piece_L,type_piece_M,panne_machine,RUL_min,usine,piece_id
29.45,38.95,9.5,1473,37.3,184,5753.61,0.0253,1,0,0,73.2,ES-Madrid,5642
29.35,38.85,9.5,1495,38.8,186,6074.37,0.0259,1,0,0,59.8,FR-Toulouse,5643
29.35,38.85,9.5,1574,42.0,188,6922.81,0.0267,1,0,0,78.8,FR-Toulouse,5644
29.35,38.85,9.5,1383,51.3,190,7429.65,0.0371,1,0,0,73.8,FR-Nantes,5645
29.35,38.85,9.5,1591,29.4,192,4898.31,0.0185,0,1,0,59.3,FR-Toulouse,5646
29.25,38.65,9.4,1644,37.2,195,6404.33,0.0226,0,1,0,62.0,FR-Lyon,5647
29.35,38.65,9.3,2370,14.7,198,3648.33,0.0062,0,0,0,69.8,ES-Madrid,5648
29.35,38.75,9.4,1401,44.9,203,6587.39,0.032,1,0,0,64.2,FR-Nantes,5649
29.35,38.75,9.4,1414,51.6,205,7640.6,0.0365,0,1,0,59.7,FR-Nantes,5650
29.35,38.85,9.5,1456,46.3,208,7059.45,0.0318,1,0,0,51.1,ES-Madrid,5651
29.35,38.85,9.5,1447,45.7,210,6924.9,0.0316,0,1,0,50.4,ES-Madrid,5652
29.25,38.65,9.4,1727,26.5,213,4792.55,0.0153,1,0,0,46.3,FR-Lyon,5653
29.25,38.55,9.3,1495,36.8,215,5761.26,0.0246,1,0,0,50.6,FR-Toulouse,5654
29.15,38.45,9.3,1544,34.3,0,5545.87,0.0222,1,0,0,255.6,FR-Lyon,5655
29.15,38.35,9.2,1387,47.3,2,6870.15,0.0341,1,0,0,254.0,FR-Lyon,5656
29.15,38.35,9.2,1316,47.2,4,6504.69,0.0358,0,1,0,261.1,ES-Madrid,5657
29.15,38.35,9.2,1794,26.1,7,4903.33,0.0145,1,0,0,252.8,ES-Barcelone,5658
29.05,38.25,9.2,1372,55.1,9,7916.52,0.0401,0,1,0,257.9,ES-Barcelone,5659
29.15,38.35,9.2,1674,30.0,12,5259.03,0.0179,0,1,0,244.6,FR-Nantes,5660
29.05,38.25,9.2,1477,41.7,15,6449.78,0.0282,1,0,0,244.7,FR-Lyon,5661
29.05,38.25,9.2,1397,53.0,17,7753.56,0.0379,1,0,0,238.4,FR-Lyon,5662
29.05,38.35,9.3,1616,34.0,19,5753.72,0.021,1,0,0,241.0,ES-Madrid,5663
29.15,38.35,9.2,1530,42.3,21,6777.36,0.0276,0,1,0,231.6,FR-Nantes,5664
29.05,38.25,9.2,1539,35.1,24,5656.85,0.0228,0,1,0,233.6,FR-Nantes,5665
29.15,38.25,9.1,1845,21.9,27,4231.25,0.0119,1,0,0,225.8,ES-Madrid,5666
29.05,38.25,9.2,1430,43.1,29,6454.19,0.0301,1,0,0,234.5,ES-Madrid,5667
29.05,38.25,9.2,2080,19.2,31,4182.09,0.0092,1,0,0,232.6,ES-Madrid,5668
29.05,38.25,9.2,1432,45.3,33,6793.13,0.0316,0,1,0,218.3,FR-Lyon,5669
29.05,38.35,9.3,1479,39.5,36,6117.78,0.0267,0,1,0,230.7,ES-Madrid,5670
29.05,38.35,9.3,1424,45.2,39,6740.27,0.0317,1,0,0,233.5,ES-Barcelone,5671
29.05,38.45,9.4,1534,37.2,41,5975.81,0.0242,0,0,0,219.2,FR-Toulouse,5672
28.95,38.45,9.5,1701,26.2,46,4666.96,0.0154,0,0,0,210.8,FR-Nantes,5673
29.05,38.45,9.4,1462,50.0,51,7655.01,0.0342,1,0,0,223.1,FR-Toulouse,5674
29.05,38.55,9.5,1393,42.5,53,6199.67,0.0305,0,1,0,200.4,ES-Barcelone,5675
29.15,38.55,9.4,1453,42.5,56,6466.71,0.0292,0,1,0,204.1,FR-Lyon,5676
29.15,38.65,9.5,1565,37.8,59,6194.91,0.0241,1,0,0,201.9,FR-Nantes,5677
29.15,38.65,9.5,1281,51.7,61,6935.35,0.0403,1,0,0,205.7,FR-Lyon,5678
29.05,38.55,9.5,1584,36.2,63,6004.71,0.0228,0,1,0,198.8,ES-Madrid,5679
29.05,38.55,9.5,1466,49.0,66,7522.44,0.0334,0,1,0,191.5,FR-Lyon,5680
29.05,38.45,9.4,1386,50.5,69,7329.65,0.0364,0,1,0,186.2,FR-Lyon,5681
29.05,38.45,9.4,1383,44.3,72,6415.85,0.032,1,0,0,186.3,FR-Nantes,5682
29.15,38.45,9.3,1441,53.9,74,8133.57,0.0374,0,0,0,181.0,ES-Barcelone,5683
29.05,38.45,9.4,1592,37.7,79,6285.11,0.0237,0,1,0,181.2,FR-Lyon,5684
29.05,38.45,9.4,1594,36.8,82,6142.78,0.0231,0,0,0,175.2,FR-Lyon,5685
29.05,38.35,9.3,1482,45.6,87,7076.88,0.0307,1,0,0,165.5,ES-Madrid,5686
29.05,38.45,9.4,1658,31.4,89,5451.84,0.0189,1,0,0,177.3,FR-Nantes,5687
29.15,38.55,9.4,2170,18.2,91,4135.8,0.0084,1,0,0,166.5,ES-Barcelone,5688
29.15,38.55,9.4,1423,44.6,93,6646.12,0.0313,0,1,0,160.7,FR-Lyon,5689
29.25,38.65,9.4,1543,31.1,96,5025.22,0.0201,1,0,0,163.2,FR-Nantes,5690
29.15,38.65,9.5,1435,44.8,98,6732.22,0.0312,1,0,0,162.3,FR-Lyon,5691
29.25,38.65,9.4,1320,56.4,100,7796.18,0.0427,1,0,0,151.3,FR-Lyon,5692
29.25,38.75,9.5,1313,55.7,102,7658.59,0.0424,0,1,0,159.7,ES-Madrid,5693
29.25,38.65,9.4,1453,42.1,105,6405.84,0.029,0,1,0,149.8,FR-Nantes,5694
29.25,38.65,9.4,1508,45.7,108,7216.82,0.0303,1,0,0,160.6,ES-Madrid,5695
29.25,38.65,9.4,1451,42.0,110,6381.83,0.0289,1,0,0,152.6,FR-Toulouse,5696
29.35,38.75,9.4,1595,34.6,112,5779.17,0.0217,0,0,0,146.0,FR-Toulouse,5697
29.35,38.75,9.4,1354,49.4,117,7004.45,0.0365,1,0,0,139.3,FR-Toulouse,5698
29.35,38.75,9.4,1265,59.8,119,7921.74,0.0472,1,0,0,140.5,ES-Barcelone,5699
29.25,38.75,9.5,1867,25.9,121,5063.76,0.0139,1,0,0,142.1,FR-Toulouse,5700
29.35,38.75,9.4,1497,41.6,123,6521.44,0.0278,1,0,0,136.9,FR-Toulouse,5701
29.35,38.75,9.4,1347,54.3,125,7659.42,0.0403,0,1,0,133.9,FR-Toulouse,5702
29.15,38.55,9.4,1544,43.2,128,6984.89,0.028,1,0,0,132.3,FR-Nantes,5703
29.15,38.55,9.4,1456,45.4,130,6922.23,0.0312,0,0,0,127.0,FR-Toulouse,5704
29.35,38.65,9.3,1335,52.7,135,7367.51,0.0394,1,0,0,123.3,ES-Barcelone,5705
29.25,38.75,9.5,1452,43.1,137,6553.49,0.0297,1,0,0,112.6,FR-Toulouse,5706
29.25,38.75,9.5,1290,70.0,139,9456.19,0.0542,1,0,1,125.9,ES-Barcelone,5707
29.25,38.65,9.4,1448,43.4,141,6580.92,0.03,1,0,0,120.5,FR-Lyon,5708
29.15,38.55,9.4,1611,38.6,143,6511.96,0.0239,1,0,0,113.1,ES-Madrid,5709
29.05,38.55,9.5,1556,38.6,145,6289.64,0.0248,1,0,0,124.5,ES-Barcelone,5710
29.05,38.55,9.5,1413,46.5,147,6880.56,0.0329,0,0,0,113.4,FR-Lyon,5711
29.05,38.45,9.4,1545,35.9,152,5808.33,0.0232,1,0,0,102.8,ES-Barcelone,5712
29.05,38.55,9.5,1330,54.6,154,7604.54,0.041,1,0,0,110.3,FR-Nantes,5713
29.05,38.75,9.7,1596,38.0,156,6351.04,0.0238,1,0,0,106.0,ES-Barcelone,5714
29.05,38.65,9.6,1618,36.0,158,6099.72,0.0222,1,0,0,104.0,ES-Madrid,5715
29.05,38.75,9.7,1597,35.8,160,5987.1,0.0224,0,0,0,97.9,FR-Toulouse,5716
29.15,38.85,9.7,1354,52.2,165,7401.47,0.0385,1,0,0,97.3,FR-Lyon,5717
29.15,38.85,9.7,1746,28.1,167,5137.82,0.0161,1,0,0,91.7,FR-Toulouse,5718
29.25,38.85,9.6,1621,32.5,169,5516.9,0.02,1,0,0,93.8,FR-Lyon,5719
29.15,38.85,9.7,1398,43.3,171,6339.04,0.031,1,0,0,79.5,FR-Lyon,5720
29.15,38.75,9.6,1434,51.9,173,7793.73,0.0362,1,0,0,84.8,FR-Lyon,5721
29.15,38.65,9.5,1443,43.4,175,6558.2,0.0301,0,1,0,93.6,FR-Toulouse,5722
29.05,38.55,9.5,1488,44.6,178,6949.71,0.03,1,0,0,78.2,ES-Madrid,5723
29.15,38.65,9.5,1475,48.0,180,7414.16,0.0325,0,1,0,77.0,FR-Lyon,5724
29.15,38.65,9.5,1433,50.3,183,7548.19,0.0351,1,0,0,74.8,FR-Lyon,5725
29.15,38.65,9.5,1557,34.1,185,5559.96,0.0219,0,1,0,68.9,FR-Nantes,5726
29.25,38.75,9.5,1398,50.1,188,7334.55,0.0358,0,1,0,61.0,FR-Lyon,5727
29.15,38.65,9.5,1559,34.4,191,5616.08,0.0221,0,1,0,67.8,FR-Lyon,5728
29.25,38.75,9.5,1422,46.4,194,6909.49,0.0326,0,1,0,66.7,FR-Lyon,5729
29.15,38.65,9.5,1463,35.7,197,5469.42,0.0244,0,1,0,62.7,ES-Barcelone,5730
29.15,38.55,9.4,1793,25.3,200,4750.39,0.0141,1,0,0,59.3,ES-Madrid,5731
29.05,38.45,9.4,1872,20.4,202,3999.12,0.0109,1,0,0,58.2,FR-Toulouse,5732
29.05,38.55,9.5,1412,44.5,204,6579.96,0.0315,1,0,0,61.1,ES-Madrid,5733
29.15,38.65,9.5,1487,43.2,206,6727.03,0.029,1,0,0,53.0,FR-Nantes,5734
29.15,38.65,9.5,1369,56.2,208,8056.91,0.041,1,0,1,49.1,ES-Madrid,5735
29.25,38.65,9.4,1673,30.1,210,5273.4,0.018,1,0,0,48.6,ES-Madrid,5736
29.25,38.75,9.5,1439,36.6,212,5515.32,0.0254,0,1,0,50.9,FR-Nantes,5737
29.15,38.65,9.5,1574,42.8,215,7054.68,0.0272,1,0,0,52.1,FR-Toulouse,5738
29.15,38.55,9.4,1281,48.8,0,6546.33,0.0381,1,0,0,256.9,FR-Lyon,5739
29.05,38.55,9.5,1653,31.4,2,5435.4,0.019,0,1,0,258.5,FR-Nantes,5740
29.15,38.55,9.4,1535,38.3,5,6156.53,0.0249,0,1,0,256.7,ES-Barcelone,5741
29.15,38.55,9.4,1483,40.5,8,6289.63,0.0273,0,1,0,247.0,FR-Nantes,5742
29.15,38.55,9.4,1414,47.0,11,6959.47,0.0332,1,0,0,249.1,ES-Madrid,5743
29.05,38.45,9.4,1379,42.9,13,6195.13,0.0311,0,1,0,239.7,ES-Barcelone,5744
29.05,38.35,9.3,1482,42.6,16,6611.29,0.0287,0,0,0,235.2,FR-Lyon,5745
28.95,38.35,9.4,1987,20.1,21,4182.37,0.0101,1,0,0,240.8,ES-Madrid,5746
28.95,38.35,9.4,1635,31.6,23,5410.45,0.0193,0,1,0,235.1,ES-Madrid,5747
28.95,38.35,9.4,1533,39.4,26,6325.09,0.0257,1,0,0,235.0,ES-Barcelone,5748
29.05,38.55,9.5,1576,34.0,28,5611.3,0.0216,0,1,0,231.9,ES-Barcelone,5749
29.05,38.65,9.6,1330,62.4,31,8690.9,0.0469,0,0,0,224.1,ES-Madrid,5750
29.05,38.65,9.6,1981,21.8,36,4522.41,0.011,1,0,0,223.8,FR-Lyon,5751
29.15,38.65,9.5,1475,42.8,38,6610.96,0.029,0,0,0,215.8,ES-Madrid,5752
29.15,38.65,9.5,1804,25.0,43,4722.86,0.0139,0,0,0,224.0,FR-Lyon,5753
29.05,38.45,9.4,1416,54.1,48,8022.12,0.0382,1,0,0,205.2,ES-Madrid,5754
28.95,38.35,9.4,1727,27.7,50,5009.57,0.016,1,0,0,209.0,ES-Barcelone,5755
28.95,38.25,9.3,1391,49.2,52,7166.73,0.0353,1,0,0,202.8,FR-Toulouse,5756
28.85,38.35,9.5,1366,52.3,54,7481.37,0.0383,0,1,0,208.9,FR-Nantes,5757
28.75,38.15,9.4,1366,55.6,57,7953.42,0.0407,1,0,0,201.3,FR-Toulouse,5758
28.75,38.15,9.4,1501,40.8,59,6413.12,0.0272,1,0,0,198.4,FR-Toulouse,5759
28.65,38.15,9.5,1551,35.8,61,5814.65,0.0231,1,0,0,203.3,FR-Toulouse,5760
28.75,38.15,9.4,1522,35.6,63,5674.05,0.0234,0,1,0,197.1,ES-Madrid,5761
28.75,38.05,9.3,1369,49.8,66,7139.39,0.0364,1,0,0,196.6,ES-Barcelone,5762
28.65,38.05,9.4,1334,52.3,68,7306.11,0.0392,1,0,0,187.1,ES-Barcelone,5763
28.65,38.05,9.4,1451,39.4,70,5986.77,0.0271,0,0,0,183.0,FR-Lyon,5764
28.55,38.05,9.5,1589,37.9,75,6306.55,0.0238,1,0,0,185.5,ES-Barcelone,5765
28.55,38.15,9.6,1708,30.5,77,5455.27,0.0178,1,0,0,181.4,ES-Madrid,5766
28.55,38.05,9.5,1413,42.6,79,6303.48,0.0301,0,1,0,184.1,FR-Toulouse,5767
28.45,38.05,9.6,1415,46.5,82,6890.3,0.0328,0,1,0,177.6,FR-Lyon,5768
28.55,38.15,9.6,1421,45.9,85,6830.23,0.0323,1,0,0,176.0,FR-Toulouse,5769
28.55,38.15,9.6,1348,51.0,87,7199.27,0.0378,1,0,0,164.9,ES-Barcelone,5770
28.45,38.05,9.6,1408,42.9,89,6325.41,0.0304,1,0,0,180.4,FR-Nantes,5771
28.45,38.05,9.6,1525,43.7,91,6978.79,0.0286,1,0,0,168.2,ES-Madrid,5772
28.45,38.15,9.7,1706,29.9,93,5341.69,0.0175,1,0,0,170.5,FR-Toulouse,5773
28.45,38.05,9.6,1395,46.8,95,6836.73,0.0335,0,0,0,160.8,ES-Madrid,5774
28.35,37.95,9.6,1602,34.3,100,5754.2,0.0214,1,0,0,161.5,FR-Lyon,5775
28.45,37.95,9.5,1907,21.5,102,4293.56,0.0113,1,0,0,151.5,FR-Toulouse,5776
28.45,37.95,9.5,1325,49.2,104,6826.68,0.0371,1,0,0,158.3,FR-Nantes,5777
28.45,37.95,9.5,1408,44.4,106,6546.58,0.0315,1,0,0,152.2,FR-Lyon,5778
28.55,37.95,9.4,1489,41.4,108,6455.41,0.0278,0,1,0,152.1,ES-Madrid,5779
28.45,37.95,9.5,1680,29.2,111,5137.13,0.0174,1,0,0,152.5,FR-Lyon,5780
28.55,38.05,9.5,1517,42.4,113,6735.66,0.0279,1,0,0,140.8,ES-Madrid,5781
28.55,37.95,9.4,1618,36.7,115,6218.32,0.0227,0,1,0,141.6,FR-Toulouse,5782
28.55,37.95,9.4,1455,39.8,118,6064.22,0.0273,1,0,0,144.3,FR-Nantes,5783
28.65,37.95,9.3,1543,36.4,120,5881.61,0.0236,0,0,0,150.5,FR-Lyon,5784
28.65,37.95,9.3,1399,41.8,125,6123.82,0.0299,0,1,0,134.3,FR-Lyon,5785
28.55,37.95,9.4,1469,37.2,128,5722.6,0.0253,1,0,0,135.0,ES-Barcelone,5786
28.55,38.05,9.5,1521,36.7,130,5845.53,0.0241,1,0,0,129.5,FR-Toulouse,5787
28.55,38.15,9.6,1584,38.8,132,6435.99,0.0245,1,0,0,137.7,ES-Madrid,5788
28.65,38.35,9.7,1443,43.3,134,6543.09,0.03,1,0,0,117.3,ES-Barcelone,5789
28.65,38.35,9.7,1416,49.0,136,7265.88,0.0346,0,1,0,124.5,FR-Lyon,5790
28.55,38.05,9.5,1563,34.5,139,5646.86,0.0221,0,1,0,112.9,FR-Toulouse,5791
28.65,38.15,9.5,1542,40.1,142,6475.26,0.026,0,1,0,105.5,ES-Madrid,5792
28.65,38.15,9.5,1624,31.6,145,5374.05,0.0194,0,1,0,116.5,ES-Barcelone,5793
28.65,38.15,9.5,1471,44.2,148,6808.69,0.03,1,0,0,112.7,ES-Barcelone,5794
28.75,38.35,9.6,1492,40.8,150,6374.67,0.0273,0,1,0,108.6,FR-Nantes,5795
28.75,38.25,9.5,1465,39.9,153,6121.24,0.0272,0,1,0,106.5,ES-Madrid,5796
28.55,37.95,9.4,1399,55.1,156,8072.31,0.0394,1,0,0,119.5,FR-Lyon,5797
28.45,37.85,9.4,1431,42.6,158,6383.78,0.0297,1,0,0,100.7,ES-Barcelone,5798
28.35,37.75,9.4,1600,39.0,160,6534.51,0.0244,1,0,0,102.6,ES-Barcelone,5799
28.35,37.65,9.3,1593,34.5,162,5755.24,0.0216,1,0,0,94.8,FR-Lyon,5800
28.35,37.75,9.4,1469,44.7,164,6876.35,0.0304,1,0,0,97.5,FR-Toulouse,5801
28.35,37.65,9.3,1413,44.6,166,6599.42,0.0315,1,0,0,92.8,FR-Lyon,5802
28.25,37.65,9.4,1490,38.0,168,5929.23,0.0255,1,0,0,89.9,FR-Toulouse,5803
28.35,37.75,9.4,1671,31.1,170,5442.09,0.0186,1,0,0,99.1,ES-Madrid,5804
28.35,37.75,9.4,1365,46.5,172,6646.82,0.034,1,0,0,93.9,FR-Toulouse,5805
28.25,37.75,9.5,1557,39.3,174,6407.81,0.0252,0,1,0,86.7,FR-Lyon,5806
28.25,37.75,9.5,1440,45.4,177,6846.16,0.0315,1,0,0,71.5,FR-Toulouse,5807
28.25,37.75,9.5,1489,38.9,179,6065.59,0.0261,0,1,0,79.2,ES-Barcelone,5808
28.25,37.85,9.6,1733,25.7,182,4664.02,0.0148,1,0,0,91.5,FR-Nantes,5809
28.15,37.85,9.7,1580,36.6,184,6055.73,0.0231,0,0,0,74.8,FR-Toulouse,5810
28.15,37.85,9.7,1856,21.9,189,4256.48,0.0118,1,0,0,76.5,FR-Lyon,5811
28.15,37.95,9.8,1454,40.3,191,6136.18,0.0277,1,0,0,76.2,ES-Barcelone,5812
28.25,37.95,9.7,1495,36.3,193,5682.98,0.0243,1,0,0,68.1,ES-Madrid,5813
28.05,37.85,9.8,1761,29.1,195,5366.37,0.0165,1,0,0,60.8,FR-Toulouse,5814
28.15,37.85,9.7,1402,47.5,197,6973.81,0.0339,0,1,0,50.8,FR-Lyon,5815
28.05,37.85,9.8,1670,33.0,200,5771.11,0.0197,1,0,0,63.4,FR-Lyon,5816
28.15,37.85,9.7,1582,35.6,202,5897.73,0.0225,1,0,0,53.9,FR-Lyon,5817
28.15,37.85,9.7,1542,35.1,204,5667.87,0.0227,1,0,0,56.9,FR-Nantes,5818
28.15,37.85,9.7,1539,36.9,206,5946.94,0.024,1,0,0,47.8,ES-Barcelone,5819
28.15,37.85,9.7,1418,41.9,208,6221.84,0.0295,1,0,0,50.7,FR-Nantes,5820
28.15,37.95,9.8,1723,27.6,210,4979.93,0.016,1,0,0,50.2,ES-Madrid,5821
28.15,37.95,9.8,1303,49.2,212,6713.33,0.0377,1,0,0,49.3,FR-Toulouse,5822
28.15,37.85,9.7,1463,50.2,214,7690.89,0.0343,0,1,0,40.4,ES-Madrid,5823
28.05,37.85,9.8,1544,39.3,217,6354.31,0.0254,1,0,0,49.0,ES-Madrid,5824
28.05,37.85,9.8,1596,37.2,219,6217.34,0.0233,1,0,0,38.0,FR-Lyon,5825
28.15,37.95,9.8,1413,42.0,221,6214.7,0.0297,1,0,0,30.6,FR-Toulouse,5826
28.15,37.95,9.8,1492,41.2,223,6437.17,0.0276,0,1,0,36.5,FR-Nantes,5827
28.15,37.95,9.8,1624,40.9,0,6955.65,0.0252,1,0,0,260.2,FR-Lyon,5828
28.15,37.95,9.8,1504,39.1,2,6158.19,0.026,1,0,0,258.8,FR-Toulouse,5829
28.05,37.95,9.9,1574,34.3,4,5653.63,0.0218,0,1,0,262.8,FR-Nantes,5830
28.15,38.05,9.9,1438,42.4,7,6384.89,0.0295,0,1,0,251.8,ES-Barcelone,5831
28.15,38.15,10.0,1474,50.7,10,7825.9,0.0344,1,0,0,249.4,FR-Nantes,5832
28.15,38.05,9.9,1675,32.1,12,5630.52,0.0192,1,0,0,242.5,ES-Madrid,5833
28.15,38.05,9.9,1457,44.5,14,6789.66,0.0305,1,0,0,250.1,FR-Toulouse,5834
28.15,38.15,10.0,1434,49.8,16,7478.37,0.0347,1,0,0,244.9,ES-Madrid,5835
28.15,38.05,9.9,1668,30.1,18,5257.64,0.018,1,0,0,239.9,FR-Nantes,5836
28.05,37.95,9.9,1550,39.7,20,6443.93,0.0256,1,0,0,230.5,ES-Barcelone,5837
28.15,37.95,9.8,1834,25.4,22,4878.22,0.0138,0,1,0,245.2,FR-Toulouse,5838
28.25,38.05,9.8,1476,36.5,25,5641.67,0.0247,0,1,0,228.9,FR-Nantes,5839
28.25,38.05,9.8,1541,36.3,28,5857.85,0.0235,0,1,0,229.0,FR-Nantes,5840
28.15,37.95,9.8,1581,30.9,31,5115.86,0.0195,0,1,0,230.8,FR-Toulouse,5841
28.15,37.95,9.8,1678,30.7,34,5394.6,0.0183,0,1,0,220.0,FR-Lyon,5842
28.25,38.05,9.8,1355,50.6,37,7179.9,0.0373,1,0,0,215.5,FR-Lyon,5843
28.35,38.05,9.7,1700,28.8,39,5127.08,0.0169,1,0,0,210.4,FR-Lyon,5844
28.25,37.95,9.7,1462,37.1,41,5680.02,0.0254,1,0,0,222.6,ES-Barcelone,5845
28.25,38.05,9.8,1727,26.5,43,4792.55,0.0153,0,1,0,214.3,FR-Lyon,5846
28.25,38.15,9.9,1674,33.3,46,5837.52,0.0199,1,0,0,228.6,FR-Lyon,5847
28.25,38.15,9.9,1397,42.3,48,6188.21,0.0303,1,0,0,207.0,ES-Madrid,5848
28.25,38.15,9.9,2323,15.9,50,3867.9,0.0068,1,0,0,205.4,FR-Toulouse,5849
28.25,38.05,9.8,1434,47.6,52,7148.0,0.0332,0,1,0,205.2,FR-Nantes,5850
28.15,37.95,9.8,1560,35.3,55,5766.71,0.0226,1,0,0,206.2,FR-Lyon,5851
28.05,37.85,9.8,1573,32.8,57,5402.95,0.0208,1,0,0,200.6,ES-Barcelone,5852
28.05,37.75,9.7,1798,22.3,59,4198.78,0.0124,0,0,0,204.1,ES-Barcelone,5853
28.05,37.85,9.8,1567,35.1,64,5759.76,0.0224,1,0,0,191.1,ES-Barcelone,5854
28.05,37.75,9.7,1416,53.3,66,7903.49,0.0376,1,0,0,187.1,FR-Toulouse,5855
28.05,37.75,9.7,1424,45.2,68,6740.27,0.0317,0,1,0,183.0,ES-Madrid,5856
28.05,37.75,9.7,1598,35.9,71,6007.58,0.0225,0,0,0,177.9,FR-Lyon,5857
28.15,37.75,9.6,1760,23.9,76,4404.93,0.0136,1,0,0,181.4,FR-Lyon,5858
28.15,37.85,9.7,1348,44.5,78,6281.72,0.033,1,0,0,180.5,FR-Lyon,5859
28.15,37.85,9.7,1542,33.6,80,5425.66,0.0218,1,0,0,176.8,FR-Nantes,5860
28.15,37.75,9.6,1566,33.1,82,5428.11,0.0211,1,0,0,184.2,FR-Nantes,5861
28.15,37.85,9.7,1554,47.7,84,7762.44,0.0307,1,0,0,182.1,FR-Nantes,5862
28.25,37.85,9.6,1470,40.6,86,6249.88,0.0276,1,0,0,172.3,FR-Lyon,5863
28.25,37.95,9.7,1758,25.4,88,4676.07,0.0144,0,1,0,163.0,FR-Toulouse,5864
28.25,37.85,9.6,1486,36.5,91,5679.89,0.0245,0,1,0,166.2,ES-Madrid,5865
28.35,37.95,9.6,1402,40.0,94,5872.68,0.0285,0,1,0,163.0,FR-Toulouse,5866
28.35,37.95,9.6,1459,45.1,97,6890.65,0.0309,1,0,0,159.7,ES-Madrid,5867
28.35,37.85,9.5,1494,45.3,99,7087.24,0.0303,1,0,0,157.5,FR-Lyon,5868
28.35,37.95,9.6,1731,27.9,101,5057.43,0.0161,1,0,0,155.7,ES-Madrid,5869
28.35,37.95,9.6,2076,18.7,103,4065.35,0.009,1,0,0,155.1,FR-Nantes,5870
28.35,37.95,9.6,2055,16.8,105,3615.34,0.0082,1,0,0,151.8,FR-Lyon,5871
28.35,37.95,9.6,1469,49.5,107,7614.75,0.0337,1,0,0,154.0,FR-Lyon,5872
28.35,37.85,9.5,1504,42.6,109,6709.44,0.0283,0,1,0,152.8,FR-Nantes,5873
28.35,37.95,9.6,1396,43.5,112,6359.21,0.0311,0,1,0,143.4,ES-Madrid,5874
28.35,37.95,9.6,1660,33.8,115,5875.62,0.0203,0,1,0,151.4,FR-Toulouse,5875
28.35,37.85,9.5,1577,39.7,118,6556.18,0.0252,0,1,0,137.1,FR-Toulouse,5876
28.35,37.95,9.6,1426,52.1,121,7780.11,0.0365,1,0,0,130.9,ES-Barcelone,5877
28.35,37.95,9.6,1458,41.4,123,6321.01,0.0284,1,0,0,138.9,ES-Madrid,5878
28.25,37.85,9.6,1533,45.8,125,7352.52,0.0299,1,0,0,130.9,FR-Toulouse,5879
28.25,37.85,9.6,1701,28.4,127,5058.84,0.0167,1,0,0,134.6,FR-Nantes,5880
28.35,37.95,9.6,1434,49.6,129,7448.34,0.0346,1,0,0,119.0,FR-Lyon,5881
28.25,37.95,9.7,1952,22.7,131,4640.17,0.0116,1,0,0,136.0,FR-Nantes,5882
28.25,37.95,9.7,1469,36.9,133,5676.45,0.0251,1,0,0,130.4,FR-Toulouse,5883
28.25,37.95,9.7,1800,26.0,135,4900.88,0.0144,1,0,0,117.5,ES-Barcelone,5884
28.15,37.95,9.8,1438,43.0,137,6475.24,0.0299,0,1,0,115.6,FR-Nantes,5885
28.15,37.95,9.8,1647,28.2,140,4863.75,0.0171,1,0,0,128.4,FR-Nantes,5886
28.25,37.95,9.7,1494,41.9,142,6555.31,0.028,1,0,0,114.3,FR-Nantes,5887
28.25,37.95,9.7,1445,41.4,144,6264.65,0.0286,0,0,0,111.8,ES-Barcelone,5888
28.35,37.95,9.6,1507,38.6,149,6091.57,0.0256,0,1,0,99.7,ES-Madrid,5889
28.25,37.85,9.6,1234,55.8,152,7210.71,0.0452,0,1,0,106.2,FR-Nantes,5890
28.25,37.85,9.6,1634,32.6,155,5578.25,0.0199,1,0,0,103.9,ES-Madrid,5891
28.25,37.85,9.6,1334,53.3,157,7445.8,0.0399,1,0,0,106.6,FR-Nantes,5892
28.25,37.95,9.7,1472,44.5,159,6859.56,0.0302,1,0,0,94.0,FR-Nantes,5893
28.15,37.85,9.7,1410,52.7,161,7781.41,0.0373,0,1,0,91.4,FR-Lyon,5894
28.05,37.75,9.7,1597,37.9,164,6338.3,0.0237,1,0,0,98.3,FR-Nantes,5895
28.05,37.75,9.7,1460,46.7,166,7140.0,0.032,0,1,0,99.0,FR-Lyon,5896
27.95,37.65,9.7,1274,55.7,169,7431.1,0.0437,1,0,0,83.1,ES-Barcelone,5897
27.85,37.55,9.7,1517,40.2,171,6386.17,0.0265,0,1,0,94.4,FR-Toulouse,5898
27.85,37.55,9.7,1300,57.2,174,7786.96,0.044,1,0,0,86.2,ES-Barcelone,5899
27.75,37.45,9.7,1686,27.7,176,4890.64,0.0164,0,0,0,89.5,FR-Nantes,5900
27.75,37.55,9.8,1485,41.0,181,6375.86,0.0276,0,1,0,78.6,FR-Nantes,5901
27.85,37.55,9.7,1464,45.8,184,7021.59,0.0313,1,0,0,63.4,FR-Nantes,5902
27.75,37.45,9.7,1598,35.4,186,5923.91,0.0221,1,0,0,73.2,FR-Lyon,5903
27.75,37.35,9.6,1894,21.9,188,4343.63,0.0116,1,0,0,77.3,FR-Toulouse,5904
27.65,37.35,9.7,1330,59.0,190,8217.36,0.0443,0,1,0,65.5,FR-Lyon,5905
27.65,37.35,9.7,1582,31.1,193,5152.23,0.0196,0,0,0,65.1,FR-Nantes,5906
27.55,37.15,9.6,1533,35.6,198,5715.06,0.0232,1,0,0,61.1,FR-Toulouse,5907
