Timestamp,Machine ID,Material Category,Material Name,Quantity Used (kg),Recycled Material (%),Energy Consumption (kWh),Production Output (Units),Defect Rate (%)
2025-05-17 05:15:00,M009,Intermediate Material,Textiles,119.95,0.0,195.39,958,4.32
2025-05-17 05:20:00,M002,Raw Material,Cotton,152.44,0.0,142.6,307,0.42
2025-05-17 05:25:00,M008,Intermediate Material,Textiles,114.01,0.0,122.38,397,2.72
2025-05-17 05:30:00,M003,Intermediate Material,Sheet Metal,120.79,0.0,80.79,731,2.25
2025-05-17 05:35:00,M001,Hazardous Material,Solvent,70.66,0.0,136.4,949,3.37
2025-05-17 05:40:00,M007,Finished Material,Packaging,74.02,0.0,153.57,540,3.81
2025-05-17 05:45:00,M004,Finished Material,Machine Component,98.94,0.0,98.84,848,3.65
2025-05-17 05:50:00,M006,Process Additive,Industrial Oil,152.66,0.0,82.34,472,4.43
2025-05-17 05:55:00,M001,Hazardous Material,Lead-Based Alloy,142.77,0.0,162.64,887,1.28
2025-05-17 06:00:00,M003,Intermediate Material,Plastic Resin,181.57,0.0,104.96,148,0.06
2025-05-17 06:05:00,M007,Raw Material,Cotton,70.2,0.0,108.88,139,0.77
2025-05-17 06:10:00,M009,Intermediate Material,Sheet Metal,155.81,0.0,102.85,378,3.41
2025-05-17 06:15:00,M005,Intermediate Material,Plastic Resin,99.63,0.0,104.57,217,4.9
2025-05-17 06:20:00,M010,Intermediate Material,Textiles,54.52,0.0,152.74,992,2.08
2025-05-17 06:25:00,M007,Intermediate Material,Sheet Metal,113.3,0.0,187.98,536,3.06
2025-05-17 06:30:00,M009,Recycled Material,Reprocessed Plastics,51.39,10.32,80.17,482,1.39
2025-05-17 06:35:00,M005,Raw Material,Steel,108.43,0.0,132.31,370,2.9
2025-05-17 06:40:00,M001,Raw Material,Polypropylene,93.52,0.0,168.13,665,0.14
2025-05-17 06:45:00,M006,Finished Material,Packaging,64.25,0.0,128.87,246,2.9
2025-05-17 06:50:00,M007,Finished Material,Circuit Board,127.36,0.0,150.36,402,0.48
2025-05-17 06:55:00,M006,Raw Material,Polypropylene,172.72,0.0,158.5,925,2.04
2025-05-17 07:00:00,M010,Finished Material,Machine Component,64.81,0.0,166.26,299,0.61
2025-05-17 07:05:00,M003,Finished Material,Machine Component,105.87,0.0,163.78,813,0.81
2025-05-17 07:10:00,M009,Raw Material,Polypropylene,125.48,0.0,145.79,566,3.24
2025-05-17 07:15:00,M005,Intermediate Material,Plastic Resin,188.19,0.0,168.82,816,4.25
2025-05-17 07:20:00,M005,Recycled Material,Reprocessed Plastics,76.15,16.99,184.44,303,2.98
2025-05-17 07:25:00,M001,Raw Material,Steel,67.37,0.0,119.55,262,4.09
2025-05-17 07:30:00,M006,Hazardous Material,Solvent,175.22,0.0,135.56,821,2.72
2025-05-17 07:35:00,M009,Intermediate Material,Plastic Resin,56.06,0.0,89.89,555,1.38
2025-05-17 07:40:00,M010,Raw Material,Aluminum,52.98,0.0,189.02,467,4.01
2025-05-17 07:45:00,M009,Hazardous Material,Lead-Based Alloy,156.0,0.0,151.16,220,4.18
2025-05-17 07:50:00,M007,Raw Material,Polypropylene,174.02,0.0,95.75,723,4.96
2025-05-17 07:55:00,M004,Process Additive,Catalyst,99.27,0.0,163.06,402,3.3
2025-05-17 08:00:00,M006,Hazardous Material,Lead-Based Alloy,56.78,0.0,168.37,461,2.82
2025-05-17 08:05:00,M008,Process Additive,Coolant,124.39,0.0,152.87,973,0.44
2025-05-17 08:10:00,M004,Recycled Material,Scrap Steel,52.75,15.27,119.76,521,4.86
2025-05-17 08:15:00,M008,Process Additive,Coolant,165.06,0.0,161.94,189,4.99
2025-05-17 08:20:00,M001,Hazardous Material,Solvent,195.2,0.0,148.45,139,3.99
2025-05-17 08:25:00,M002,Process Additive,Catalyst,189.25,0.0,100.15,219,3.88
2025-05-17 08:30:00,M004,Recycled Material,Reprocessed Plastics,59.12,45.77,103.49,569,2.16
2025-05-17 08:35:00,M002,Intermediate Material,Textiles,126.14,0.0,149.33,628,2.93
2025-05-17 08:40:00,M004,Raw Material,Cotton,92.11,0.0,188.3,858,0.58
2025-05-17 08:45:00,M004,Finished Material,Packaging,140.64,0.0,156.69,691,4.42
2025-05-17 08:50:00,M010,Intermediate Material,Plastic Resin,65.77,0.0,188.76,436,3.48
2025-05-17 08:55:00,M001,Intermediate Material,Sheet Metal,128.13,0.0,138.29,653,4.41
2025-05-17 09:00:00,M006,Intermediate Material,Textiles,104.82,0.0,157.13,674,4.3
2025-05-17 09:05:00,M009,Recycled Material,Scrap Steel,131.91,38.35,173.11,689,2.34
2025-05-17 09:10:00,M004,Raw Material,Steel,146.76,0.0,136.43,608,2.94
2025-05-17 09:15:00,M010,Hazardous Material,Solvent,167.28,0.0,117.52,800,4.5
2025-05-17 09:20:00,M005,Process Additive,Coolant,66.55,0.0,195.56,562,2.01
2025-05-17 09:25:00,M003,Finished Material,Machine Component,70.32,0.0,156.83,451,1.42
2025-05-17 09:30:00,M004,Process Additive,Coolant,174.55,0.0,199.22,211,3.45
2025-05-17 09:35:00,M001,Finished Material,Machine Component,87.42,0.0,149.57,627,1.05
2025-05-17 09:40:00,M010,Hazardous Material,Solvent,193.22,0.0,156.42,982,2.84
2025-05-17 09:45:00,M001,Recycled Material,Reprocessed Plastics,104.58,42.75,134.05,874,1.11
2025-05-17 09:50:00,M008,Process Additive,Coolant,149.9,0.0,175.68,173,1.89
2025-05-17 09:55:00,M009,Process Additive,Industrial Oil,198.65,0.0,161.26,600,4.21
2025-05-17 10:00:00,M004,Raw Material,Cotton,147.82,0.0,91.74,803,4.2
2025-05-17 10:05:00,M008,Recycled Material,Scrap Steel,182.02,34.3,183.19,423,3.29
2025-05-17 10:10:00,M001,Recycled Material,Scrap Steel,108.19,7.84,102.89,832,3.56
2025-05-17 10:15:00,M006,Process Additive,Industrial Oil,85.44,0.0,102.69,695,2.94
2025-05-17 10:20:00,M006,Intermediate Material,Textiles,99.95,0.0,171.9,845,0.94
2025-05-17 10:25:00,M002,Intermediate Material,Textiles,170.17,0.0,117.81,262,2.29
2025-05-17 10:30:00,M006,Finished Material,Packaging,156.64,0.0,177.06,391,3.12
2025-05-17 10:35:00,M003,Process Additive,Catalyst,153.5,0.0,102.6,231,1.23
2025-05-17 10:40:00,M008,Recycled Material,Scrap Steel,93.8,39.61,119.57,134,2.93
2025-05-17 10:45:00,M006,Process Additive,Coolant,101.7,0.0,134.18,142,4.57
2025-05-17 10:50:00,M003,Raw Material,Steel,111.66,0.0,136.43,175,0.97
2025-05-17 10:55:00,M005,Process Additive,Coolant,134.54,0.0,175.92,918,1.96
2025-05-17 11:00:00,M003,Raw Material,Aluminum,189.08,0.0,151.65,750,0.74
2025-05-17 11:05:00,M001,Recycled Material,Reprocessed Plastics,54.45,36.75,92.4,257,0.84
2025-05-17 11:10:00,M003,Hazardous Material,Lead-Based Alloy,148.43,0.0,155.88,473,1.93
2025-05-17 11:15:00,M005,Recycled Material,Reprocessed Plastics,87.25,0.22,110.8,478,1.62
2025-05-17 11:20:00,M006,Hazardous Material,Solvent,57.66,0.0,196.34,317,3.53
2025-05-17 11:25:00,M007,Raw Material,Cotton,124.76,0.0,172.18,720,4.01
2025-05-17 11:30:00,M005,Intermediate Material,Sheet Metal,146.92,0.0,138.58,978,4.93
2025-05-17 11:35:00,M010,Finished Material,Packaging,59.26,0.0,161.4,520,0.18
2025-05-17 11:40:00,M009,Intermediate Material,Textiles,161.27,0.0,109.3,679,1.89
2025-05-17 11:45:00,M003,Recycled Material,Scrap Steel,77.56,34.28,97.96,677,2.22
2025-05-17 11:50:00,M006,Finished Material,Circuit Board,110.06,0.0,134.95,720,0.19
2025-05-17 11:55:00,M008,Raw Material,Steel,193.43,0.0,161.39,276,0.19
2025-05-17 12:00:00,M004,Hazardous Material,Lead-Based Alloy,87.93,0.0,153.39,568,2.18
2025-05-17 12:05:00,M008,Intermediate Material,Sheet Metal,107.36,0.0,167.37,664,3.25
2025-05-17 12:10:00,M004,Finished Material,Circuit Board,138.22,0.0,156.22,959,0.36
2025-05-17 12:15:00,M010,Intermediate Material,Textiles,187.98,0.0,173.98,724,0.73
2025-05-17 12:20:00,M001,Process Additive,Industrial Oil,53.73,0.0,90.2,277,4.6
2025-05-17 12:25:00,M001,Raw Material,Aluminum,182.67,0.0,141.31,768,2.32
2025-05-17 12:30:00,M005,Intermediate Material,Plastic Resin,166.91,0.0,117.87,735,2.8
2025-05-17 12:35:00,M008,Finished Material,Packaging,130.32,0.0,133.39,270,4.45
2025-05-17 12:40:00,M003,Raw Material,Cotton,79.03,0.0,99.05,776,2.59
2025-05-17 12:45:00,M001,Raw Material,Aluminum,113.21,0.0,149.23,154,4.51
2025-05-17 12:50:00,M005,Recycled Material,Reprocessed Plastics,104.85,28.98,96.48,377,2.46
2025-05-17 12:55:00,M001,Hazardous Material,Solvent,172.77,0.0,178.63,762,2.13
2025-05-17 13:00:00,M005,Recycled Material,Scrap Steel,154.22,12.85,177.99,450,0.88
2025-05-17 13:05:00,M008,Intermediate Material,Plastic Resin,132.52,0.0,163.39,580,2.47
2025-05-17 13:10:00,M009,Process Additive,Industrial Oil,116.23,0.0,177.26,815,3.03
2025-05-17 13:15:00,M007,Process Additive,Coolant,120.22,0.0,173.05,154,4.97
2025-05-17 13:20:00,M002,Intermediate Material,Textiles,127.09,0.0,152.8,256,2.73
2025-05-17 13:25:00,M003,Recycled Material,Scrap Steel,169.33,6.82,175.6,250,4.47
2025-05-17 13:30:00,M002,Finished Material,Packaging,163.38,0.0,110.86,548,0.13
2025-05-17 13:35:00,M006,Intermediate Material,Plastic Resin,61.18,0.0,141.91,534,0.17
2025-05-17 13:40:00,M007,Finished Material,Packaging,109.67,0.0,141.84,913,1.01
2025-05-17 13:45:00,M007,Recycled Material,Reprocessed Plastics,199.92,48.47,149.27,476,3.18
2025-05-17 13:50:00,M003,Recycled Material,Scrap Steel,184.64,44.01,171.32,368,0.67
2025-05-17 13:55:00,M006,Intermediate Material,Plastic Resin,150.84,0.0,112.41,958,1.99
2025-05-17 14:00:00,M001,Raw Material,Steel,196.57,0.0,146.76,367,2.78
2025-05-17 14:05:00,M009,Recycled Material,Scrap Steel,189.64,5.92,80.14,626,3.9
2025-05-17 14:10:00,M007,Recycled Material,Scrap Steel,105.05,1.97,136.08,205,3.62
2025-05-17 14:15:00,M001,Recycled Material,Reprocessed Plastics,58.73,11.3,130.96,661,2.89
2025-05-17 14:20:00,M008,Hazardous Material,Solvent,117.95,0.0,98.2,400,2.06
2025-05-17 14:25:00,M001,Process Additive,Industrial Oil,63.74,0.0,191.16,684,4.63
2025-05-17 14:30:00,M001,Finished Material,Machine Component,57.65,0.0,92.74,668,3.68
2025-05-17 14:35:00,M001,Finished Material,Circuit Board,51.77,0.0,85.77,456,3.33
2025-05-17 14:40:00,M010,Recycled Material,Scrap Steel,152.91,46.51,107.56,799,3.09
2025-05-17 14:45:00,M001,Raw Material,Steel,198.46,0.0,100.66,581,1.82
2025-05-17 14:50:00,M010,Hazardous Material,Solvent,90.35,0.0,135.29,809,3.27
2025-05-17 14:55:00,M006,Finished Material,Circuit Board,180.22,0.0,130.67,709,4.34
2025-05-17 15:00:00,M008,Finished Material,Machine Component,88.16,0.0,171.21,454,0.76
2025-05-17 15:05:00,M010,Finished Material,Machine Component,150.34,0.0,99.89,388,0.42
2025-05-17 15:10:00,M005,Raw Material,Polypropylene,166.78,0.0,105.34,398,0.2
2025-05-17 15:15:00,M006,Raw Material,Aluminum,85.75,0.0,192.49,727,3.84
2025-05-17 15:20:00,M008,Recycled Material,Reprocessed Plastics,161.23,38.57,162.41,558,1.9
2025-05-17 15:25:00,M002,Finished Material,Packaging,185.08,0.0,172.05,104,4.19
2025-05-17 15:30:00,M006,Process Additive,Coolant,165.02,0.0,177.0,568,1.51
2025-05-17 15:35:00,M001,Process Additive,Catalyst,94.74,0.0,166.83,628,2.55
2025-05-17 15:40:00,M005,Process Additive,Catalyst,141.84,0.0,141.86,316,4.78
2025-05-17 15:45:00,M006,Hazardous Material,Solvent,75.64,0.0,168.14,790,1.78
2025-05-17 15:50:00,M005,Process Additive,Coolant,54.02,0.0,154.06,671,2.18
2025-05-17 15:55:00,M003,Process Additive,Coolant,164.73,0.0,118.08,551,3.68
2025-05-17 16:00:00,M002,Raw Material,Steel,63.58,0.0,195.54,817,2.59
2025-05-17 16:05:00,M002,Hazardous Material,Solvent,111.55,0.0,130.91,623,3.05
2025-05-17 16:10:00,M006,Hazardous Material,Lead-Based Alloy,172.78,0.0,89.16,465,4.13
2025-05-17 16:15:00,M007,Raw Material,Aluminum,57.85,0.0,159.09,840,3.47
2025-05-17 16:20:00,M005,Finished Material,Packaging,51.25,0.0,171.12,259,0.74
2025-05-17 16:25:00,M007,Process Additive,Industrial Oil,101.92,0.0,196.14,607,3.31
2025-05-17 16:30:00,M003,Raw Material,Polypropylene,177.73,0.0,115.58,946,0.82
2025-05-17 16:35:00,M010,Hazardous Material,Solvent,188.21,0.0,145.77,204,3.59
2025-05-17 16:40:00,M003,Raw Material,Polypropylene,120.57,0.0,161.97,723,3.64
2025-05-17 16:45:00,M005,Recycled Material,Reprocessed Plastics,107.99,14.73,150.06,566,4.79
2025-05-17 16:50:00,M008,Finished Material,Packaging,187.83,0.0,161.86,913,4.4
2025-05-17 16:55:00,M002,Process Additive,Coolant,61.78,0.0,101.98,444,2.68
2025-05-17 17:00:00,M005,Process Additive,Industrial Oil,143.22,0.0,187.65,533,2.23
2025-05-17 17:05:00,M007,Hazardous Material,Solvent,138.45,0.0,145.01,572,4.7
2025-05-17 17:10:00,M006,Process Additive,Coolant,99.41,0.0,110.96,562,3.79
2025-05-17 17:15:00,M002,Intermediate Material,Plastic Resin,50.64,0.0,190.17,239,3.61
2025-05-17 17:20:00,M010,Finished Material,Circuit Board,112.39,0.0,186.86,103,3.46
2025-05-17 17:25:00,M010,Recycled Material,Scrap Steel,154.31,16.64,198.93,815,2.91
2025-05-17 17:30:00,M005,Recycled Material,Scrap Steel,127.39,1.36,98.38,385,4.21
2025-05-17 17:35:00,M009,Process Additive,Coolant,121.78,0.0,109.09,836,3.94
2025-05-17 17:40:00,M006,Recycled Material,Scrap Steel,188.17,3.5,123.22,667,4.02
2025-05-17 17:45:00,M003,Finished Material,Circuit Board,155.18,0.0,108.8,163,4.83
2025-05-17 17:50:00,M008,Raw Material,Cotton,100.29,0.0,110.28,130,4.33
2025-05-17 17:55:00,M004,Raw Material,Cotton,55.27,0.0,164.79,560,3.18
2025-05-17 18:00:00,M005,Intermediate Material,Sheet Metal,57.93,0.0,180.44,791,0.88
2025-05-17 18:05:00,M008,Raw Material,Cotton,145.36,0.0,99.43,405,2.28
2025-05-17 18:10:00,M006,Recycled Material,Scrap Steel,179.24,39.99,92.62,740,0.38
2025-05-17 18:15:00,M009,Finished Material,Circuit Board,123.73,0.0,181.69,670,4.52
2025-05-17 18:20:00,M009,Raw Material,Cotton,112.43,0.0,118.27,405,1.73
2025-05-17 18:25:00,M009,Process Additive,Catalyst,110.2,0.0,107.8,543,1.63
2025-05-17 18:30:00,M005,Raw Material,Steel,74.79,0.0,182.54,796,2.61
2025-05-17 18:35:00,M006,Intermediate Material,Sheet Metal,190.72,0.0,189.78,635,3.52
2025-05-17 18:40:00,M007,Recycled Material,Scrap Steel,186.7,15.8,194.27,379,1.95
2025-05-17 18:45:00,M010,Hazardous Material,Solvent,76.34,0.0,140.18,260,4.97
2025-05-17 18:50:00,M009,Process Additive,Coolant,182.51,0.0,119.4,145,1.21
2025-05-17 18:55:00,M004,Finished Material,Circuit Board,172.17,0.0,144.85,987,4.52
2025-05-17 19:00:00,M002,Finished Material,Circuit Board,81.44,0.0,99.12,117,1.04
2025-05-17 19:05:00,M007,Recycled Material,Reprocessed Plastics,197.02,6.34,133.1,993,3.74
2025-05-17 19:10:00,M009,Recycled Material,Scrap Steel,114.12,27.08,159.61,446,0.93
2025-05-17 19:15:00,M003,Hazardous Material,Solvent,160.82,0.0,197.79,839,1.22
2025-05-17 19:20:00,M001,Hazardous Material,Solvent,117.33,0.0,107.18,375,2.19
2025-05-17 19:25:00,M002,Finished Material,Circuit Board,111.0,0.0,159.9,333,4.12
2025-05-17 19:30:00,M005,Finished Material,Packaging,102.04,0.0,184.41,874,4.89
2025-05-17 19:35:00,M006,Recycled Material,Scrap Steel,101.32,21.26,103.15,765,0.65
2025-05-17 19:40:00,M008,Recycled Material,Scrap Steel,58.39,16.53,120.76,465,3.53
2025-05-17 19:45:00,M008,Intermediate Material,Sheet Metal,191.23,0.0,173.11,325,3.73
2025-05-17 19:50:00,M003,Intermediate Material,Textiles,101.66,0.0,190.94,558,4.61
2025-05-17 19:55:00,M001,Process Additive,Catalyst,74.48,0.0,110.55,881,3.63
2025-05-17 20:00:00,M003,Process Additive,Coolant,100.66,0.0,188.99,633,3.02
2025-05-17 20:05:00,M004,Hazardous Material,Solvent,183.86,0.0,197.97,764,0.19
2025-05-17 20:10:00,M002,Raw Material,Cotton,121.5,0.0,146.95,974,4.77
2025-05-17 20:15:00,M006,Hazardous Material,Solvent,145.64,0.0,183.71,509,4.35
2025-05-17 20:20:00,M008,Intermediate Material,Textiles,108.65,0.0,174.41,994,1.72
2025-05-17 20:25:00,M010,Raw Material,Polypropylene,194.59,0.0,113.42,787,4.64
2025-05-17 20:30:00,M005,Finished Material,Packaging,114.69,0.0,169.53,312,0.94
2025-05-17 20:35:00,M003,Hazardous Material,Lead-Based Alloy,194.73,0.0,99.56,657,3.01
2025-05-17 20:40:00,M006,Hazardous Material,Solvent,187.7,0.0,132.52,110,3.3
2025-05-17 20:45:00,M007,Intermediate Material,Sheet Metal,151.61,0.0,111.41,420,2.91
2025-05-17 20:50:00,M010,Finished Material,Machine Component,193.83,0.0,130.61,132,2.44
2025-05-17 20:55:00,M001,Finished Material,Packaging,139.2,0.0,104.76,187,0.64
2025-05-17 21:00:00,M001,Intermediate Material,Sheet Metal,136.39,0.0,83.47,220,1.21
2025-05-17 21:05:00,M009,Recycled Material,Scrap Steel,180.07,18.8,145.32,353,1.78
2025-05-17 21:10:00,M009,Hazardous Material,Lead-Based Alloy,98.07,0.0,186.51,893,4.99
2025-05-17 21:15:00,M001,Hazardous Material,Lead-Based Alloy,192.0,0.0,123.92,323,1.03
2025-05-17 21:20:00,M005,Intermediate Material,Plastic Resin,110.56,0.0,82.54,751,3.28
2025-05-17 21:25:00,M008,Intermediate Material,Textiles,165.04,0.0,88.51,426,4.63
2025-05-17 21:30:00,M006,Hazardous Material,Solvent,149.01,0.0,124.17,813,4.58
2025-05-17 21:35:00,M005,Process Additive,Coolant,101.09,0.0,121.19,683,1.85
2025-05-17 21:40:00,M006,Raw Material,Polypropylene,98.63,0.0,157.82,804,3.15
2025-05-17 21:45:00,M003,Hazardous Material,Lead-Based Alloy,116.47,0.0,116.04,473,4.38
2025-05-17 21:50:00,M005,Raw Material,Aluminum,143.64,0.0,193.05,806,1.56
2025-05-17 21:55:00,M006,Intermediate Material,Sheet Metal,191.36,0.0,187.31,892,2.65
2025-05-17 22:00:00,M009,Intermediate Material,Sheet Metal,109.15,0.0,117.6,994,0.34
2025-05-17 22:05:00,M003,Raw Material,Polypropylene,174.83,0.0,124.91,402,3.55
2025-05-17 22:10:00,M006,Intermediate Material,Sheet Metal,170.57,0.0,84.84,926,3.32
2025-05-17 22:15:00,M008,Finished Material,Machine Component,164.76,0.0,185.8,574,1.01
2025-05-17 22:20:00,M009,Finished Material,Packaging,71.22,0.0,194.13,293,4.11
2025-05-17 22:25:00,M006,Finished Material,Circuit Board,75.85,0.0,192.46,904,0.84
2025-05-17 22:30:00,M005,Process Additive,Industrial Oil,160.52,0.0,100.74,305,4.99
2025-05-17 22:35:00,M007,Intermediate Material,Plastic Resin,146.6,0.0,175.32,122,2.88
2025-05-17 22:40:00,M002,Intermediate Material,Textiles,63.28,0.0,146.2,139,1.81
2025-05-17 22:45:00,M003,Process Additive,Coolant,135.75,0.0,149.96,162,3.54
2025-05-17 22:50:00,M005,Recycled Material,Reprocessed Plastics,63.28,40.02,158.65,257,1.62
2025-05-17 22:55:00,M007,Raw Material,Steel,133.05,0.0,151.32,900,0.57
2025-05-17 23:00:00,M005,Finished Material,Packaging,196.61,0.0,111.44,614,3.55
2025-05-17 23:05:00,M008,Raw Material,Aluminum,82.15,0.0,172.06,738,2.16
2025-05-17 23:10:00,M003,Recycled Material,Reprocessed Plastics,132.03,4.36,139.23,397,4.1
2025-05-17 23:15:00,M002,Raw Material,Aluminum,53.89,0.0,99.85,188,4.41
2025-05-17 23:20:00,M004,Hazardous Material,Lead-Based Alloy,199.09,0.0,84.73,396,2.96
2025-05-17 23:25:00,M005,Hazardous Material,Lead-Based Alloy,74.41,0.0,143.08,716,0.25
2025-05-17 23:30:00,M009,Finished Material,Packaging,156.71,0.0,149.41,793,2.06
2025-05-17 23:35:00,M006,Intermediate Material,Sheet Metal,67.55,0.0,148.67,792,2.88
2025-05-17 23:40:00,M010,Raw Material,Aluminum,60.52,0.0,106.03,428,1.96
2025-05-17 23:45:00,M009,Finished Material,Packaging,81.03,0.0,133.07,255,1.17
2025-05-17 23:50:00,M007,Finished Material,Machine Component,123.36,0.0,199.0,828,4.4
2025-05-17 23:55:00,M002,Recycled Material,Scrap Steel,51.7,32.76,162.89,676,0.46
2025-05-18 00:00:00,M002,Hazardous Material,Solvent,93.58,0.0,118.53,987,0.15
2025-05-18 00:05:00,M004,Finished Material,Circuit Board,167.26,0.0,82.75,354,1.36
2025-05-18 00:10:00,M005,Hazardous Material,Solvent,114.48,0.0,194.98,178,1.28
2025-05-18 00:15:00,M009,Recycled Material,Reprocessed Plastics,101.74,41.32,139.51,455,3.76
2025-05-18 00:20:00,M003,Process Additive,Catalyst,178.95,0.0,135.11,331,0.38
2025-05-18 00:25:00,M007,Finished Material,Circuit Board,67.65,0.0,83.13,300,3.31
2025-05-18 00:30:00,M009,Finished Material,Circuit Board,63.92,0.0,196.69,787,3.72
2025-05-18 00:35:00,M001,Process Additive,Catalyst,163.26,0.0,197.19,131,4.77
2025-05-18 00:40:00,M010,Hazardous Material,Solvent,178.96,0.0,104.69,534,1.99
2025-05-18 00:45:00,M008,Raw Material,Steel,101.81,0.0,152.9,512,4.57
2025-05-18 00:50:00,M007,Recycled Material,Scrap Steel,179.19,6.85,171.9,323,3.45
2025-05-18 00:55:00,M001,Raw Material,Cotton,66.21,0.0,161.74,635,4.09
2025-05-18 01:00:00,M001,Hazardous Material,Solvent,180.0,0.0,87.88,771,0.24
2025-05-18 01:05:00,M007,Intermediate Material,Sheet Metal,77.39,0.0,115.79,964,0.15
2025-05-18 01:10:00,M007,Process Additive,Catalyst,166.75,0.0,115.18,812,2.71
2025-05-18 01:15:00,M009,Hazardous Material,Lead-Based Alloy,143.46,0.0,158.13,349,2.34
2025-05-18 01:20:00,M010,Finished Material,Circuit Board,176.11,0.0,139.15,245,2.62
2025-05-18 01:25:00,M006,Hazardous Material,Lead-Based Alloy,152.88,0.0,146.05,445,3.71
2025-05-18 01:30:00,M006,Process Additive,Industrial Oil,81.74,0.0,172.32,689,4.77
2025-05-18 01:35:00,M001,Intermediate Material,Plastic Resin,127.91,0.0,99.81,869,1.18
2025-05-18 01:40:00,M008,Hazardous Material,Lead-Based Alloy,132.17,0.0,138.68,505,4.39
2025-05-18 01:45:00,M004,Intermediate Material,Sheet Metal,129.78,0.0,83.9,811,1.18
2025-05-18 01:50:00,M005,Recycled Material,Reprocessed Plastics,127.83,20.66,187.83,380,2.59
2025-05-18 01:55:00,M008,Finished Material,Machine Component,64.74,0.0,107.71,885,0.44
2025-05-18 02:00:00,M001,Recycled Material,Scrap Steel,65.85,16.65,186.83,688,2.21
2025-05-18 02:05:00,M007,Raw Material,Steel,89.02,0.0,141.61,104,2.56
2025-05-18 02:10:00,M002,Finished Material,Machine Component,87.96,0.0,89.54,549,0.89
2025-05-18 02:15:00,M002,Finished Material,Machine Component,156.7,0.0,164.37,170,0.36
2025-05-18 02:20:00,M009,Recycled Material,Scrap Steel,65.3,19.34,83.73,303,4.39
2025-05-18 02:25:00,M002,Raw Material,Aluminum,109.95,0.0,169.8,901,1.66
2025-05-18 02:30:00,M006,Finished Material,Packaging,90.44,0.0,196.56,364,0.88
2025-05-18 02:35:00,M007,Hazardous Material,Lead-Based Alloy,106.97,0.0,170.37,969,4.72
2025-05-18 02:40:00,M004,Recycled Material,Reprocessed Plastics,63.43,13.35,83.28,397,4.39
2025-05-18 02:45:00,M005,Finished Material,Packaging,97.21,0.0,199.03,967,2.83
2025-05-18 02:50:00,M007,Recycled Material,Scrap Steel,51.33,49.62,182.15,194,3.0
2025-05-18 02:55:00,M007,Finished Material,Circuit Board,72.83,0.0,173.05,325,4.84
2025-05-18 03:00:00,M007,Hazardous Material,Solvent,186.06,0.0,162.44,807,0.49
2025-05-18 03:05:00,M008,Finished Material,Circuit Board,108.59,0.0,143.65,647,1.84
2025-05-18 03:10:00,M001,Hazardous Material,Solvent,175.66,0.0,155.72,121,4.9
2025-05-18 03:15:00,M010,Intermediate Material,Plastic Resin,54.41,0.0,165.94,687,0.43
2025-05-18 03:20:00,M006,Raw Material,Steel,60.44,0.0,129.42,809,3.95
2025-05-18 03:25:00,M001,Intermediate Material,Plastic Resin,172.44,0.0,155.4,675,1.36
2025-05-18 03:30:00,M008,Recycled Material,Scrap Steel,52.34,21.0,177.26,684,1.65
2025-05-18 03:35:00,M010,Process Additive,Catalyst,68.62,0.0,177.36,708,4.77
2025-05-18 03:40:00,M005,Process Additive,Catalyst,162.33,0.0,131.33,437,1.47
2025-05-18 03:45:00,M002,Finished Material,Packaging,121.4,0.0,163.44,462,4.22
2025-05-18 03:50:00,M003,Recycled Material,Reprocessed Plastics,75.28,0.39,81.44,524,4.83
2025-05-18 03:55:00,M002,Finished Material,Machine Component,80.7,0.0,116.72,693,3.31
2025-05-18 04:00:00,M005,Finished Material,Machine Component,137.76,0.0,108.11,790,0.59
2025-05-18 04:05:00,M007,Finished Material,Circuit Board,132.62,0.0,178.8,532,1.39
2025-05-18 04:10:00,M009,Hazardous Material,Solvent,157.76,0.0,162.42,799,4.26
2025-05-18 04:15:00,M001,Raw Material,Cotton,51.91,0.0,146.74,205,0.63
2025-05-18 04:20:00,M010,Process Additive,Catalyst,148.42,0.0,133.82,176,3.69
2025-05-18 04:25:00,M004,Raw Material,Polypropylene,181.09,0.0,173.38,679,1.51
2025-05-18 04:30:00,M005,Raw Material,Polypropylene,76.06,0.0,164.67,752,4.24
2025-05-18 04:35:00,M004,Process Additive,Catalyst,102.59,0.0,97.97,933,4.46
2025-05-18 04:40:00,M004,Finished Material,Circuit Board,122.51,0.0,160.94,929,2.36
2025-05-18 04:45:00,M006,Recycled Material,Reprocessed Plastics,136.07,27.74,159.15,149,4.59
2025-05-18 04:50:00,M007,Process Additive,Coolant,91.09,0.0,134.76,828,2.36
2025-05-18 04:55:00,M002,Process Additive,Catalyst,134.06,0.0,186.02,846,4.92
2025-05-18 05:00:00,M009,Recycled Material,Scrap Steel,151.27,26.09,151.34,174,4.66
2025-05-18 05:05:00,M001,Recycled Material,Scrap Steel,67.4,20.83,89.13,510,1.29
2025-05-18 05:10:00,M007,Finished Material,Packaging,62.26,0.0,92.37,696,4.28
2025-05-18 05:15:00,M004,Raw Material,Cotton,104.49,0.0,116.41,849,3.84
2025-05-18 05:20:00,M008,Intermediate Material,Textiles,172.0,0.0,160.46,659,4.29
2025-05-18 05:25:00,M006,Finished Material,Circuit Board,86.18,0.0,200.0,785,2.41
2025-05-18 05:30:00,M005,Hazardous Material,Solvent,118.77,0.0,86.78,673,2.8
