piece_id,produit_id,type_piece,temp_air_K,temp_process_K,vitesse_rotation_rpm,couple_Nm,usure_outil_min,panne_machine,defaut_usure_outil,defaut_chaleur,defaut_puissance,defaut_surcharge,defaut_aleatoire,usine,temp_air_C,temp_process_C,delta_temp_C,puissance_W,ratio_couple_vitesse,nb_defauts
5309,L52488,L,304.0,313.2,1481,42.6,213,0,0,0,0,0,0,ES-Barcelone,30.85,40.05,9.2,6606.83,0.0287,0
5310,M20169,M,303.9,313.2,1422,48.0,215,1,1,0,0,0,0,ES-Barcelone,30.75,40.05,9.3,7147.75,0.0337,1
5311,L52490,L,303.8,313.0,1427,43.0,0,0,0,0,0,0,0,FR-Toulouse,30.65,39.85,9.2,6425.71,0.0301,0
5312,H34725,H,303.7,312.9,1460,49.8,2,0,0,0,0,0,0,FR-Nantes,30.55,39.75,9.2,7613.96,0.0341,0
5313,L52492,L,303.6,312.9,1873,23.5,7,0,0,0,0,0,0,ES-Barcelone,30.45,39.75,9.3,4609.29,0.0125,0
5314,M20173,M,303.7,312.9,1566,32.6,9,0,0,0,0,0,0,ES-Barcelone,30.55,39.75,9.2,5346.11,0.0208,0
5315,L52494,L,303.6,312.8,1701,30.8,12,0,0,0,0,0,0,FR-Nantes,30.45,39.65,9.2,5486.35,0.0181,0
5316,L52495,L,303.6,312.8,1710,27.2,14,0,0,0,0,0,0,FR-Nantes,30.45,39.65,9.2,4870.73,0.0159,0
5317,M20176,M,303.6,312.8,1689,33.1,16,0,0,0,0,0,0,FR-Toulouse,30.45,39.65,9.2,5854.45,0.0196,0
5318,L52497,L,303.6,312.7,1637,32.9,19,0,0,0,0,0,0,ES-Barcelone,30.45,39.55,9.1,5639.92,0.0201,0
5319,L52498,L,303.5,312.6,1496,39.0,21,0,0,0,0,0,0,FR-Lyon,30.35,39.45,9.1,6109.77,0.0261,0
5320,M20179,M,303.5,312.7,1402,47.0,23,0,0,0,0,0,0,FR-Nantes,30.35,39.55,9.2,6900.4,0.0335,0
5321,L52500,L,303.4,312.7,1363,45.5,26,0,0,0,0,0,0,FR-Toulouse,30.25,39.55,9.3,6494.35,0.0334,0
5322,M20181,M,303.4,312.7,1576,49.9,28,0,0,0,0,0,0,FR-Toulouse,30.25,39.55,9.3,8235.41,0.0316,0
5323,M20182,M,303.4,312.7,1357,55.3,31,0,0,0,0,0,0,FR-Toulouse,30.25,39.55,9.3,7858.39,0.0407,0
5324,M20183,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,ES-Barcelone,30.25,39.55,9.3,7090.74,0.0346,0
5325,M20184,M,303.4,312.8,1526,30.8,37,0,0,0,0,0,0,FR-Lyon,30.25,39.65,9.4,4921.91,0.0202,0
5326,L52505,L,303.5,312.7,1694,27.3,40,0,0,0,0,0,0,FR-Nantes,30.35,39.55,9.2,4842.89,0.0161,0
5327,M20186,M,303.5,312.7,1420,49.1,42,0,0,0,0,0,0,FR-Lyon,30.35,39.55,9.2,7301.27,0.0346,0
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0,FR-Lyon,30.35,39.55,9.2,3700.5,0.0079,0
5329,M20188,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,FR-Toulouse,30.55,39.75,9.2,6169.19,0.0298,0
5330,L52509,L,303.7,313.0,1456,45.5,51,0,0,0,0,0,0,FR-Nantes,30.55,39.85,9.3,6937.47,0.0312,0
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0,FR-Toulouse,30.45,39.75,9.3,5304.81,0.0201,0
5332,L52511,L,303.7,312.8,1448,44.5,55,0,0,0,0,0,0,FR-Toulouse,30.55,39.65,9.1,6747.72,0.0307,0
5333,H34746,H,303.6,312.7,1403,46.2,57,0,0,0,0,0,0,FR-Lyon,30.45,39.55,9.1,6787.79,0.0329,0
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0,FR-Toulouse,30.35,39.45,9.1,7591.97,0.0367,0
5335,M20194,M,303.4,312.6,2706,9.8,65,1,0,0,1,0,0,ES-Barcelone,30.25,39.45,9.2,2777.04,0.0036,1
5336,M20195,M,303.3,312.4,1505,38.9,68,0,0,0,0,0,0,ES-Barcelone,30.15,39.25,9.1,6130.77,0.0258,0
5337,L52516,L,303.2,312.4,1663,33.7,71,0,0,0,0,0,0,FR-Toulouse,30.05,39.25,9.2,5868.82,0.0203,0
5338,M20197,M,303.3,312.6,1482,44.4,73,0,0,0,0,0,0,FR-Nantes,30.15,39.45,9.3,6890.64,0.0299,0
5339,M20198,M,303.3,312.5,1674,32.7,76,0,0,0,0,0,0,ES-Barcelone,30.15,39.35,9.2,5732.34,0.0195,0
5340,M20199,M,303.4,312.7,1594,32.8,79,0,0,0,0,0,0,FR-Lyon,30.25,39.55,9.3,5475.08,0.0206,0
5341,L52520,L,303.5,312.7,1393,49.3,82,0,0,0,0,0,0,ES-Madrid,30.35,39.55,9.2,7191.62,0.0354,0
5342,H34755,H,303.5,312.8,1404,55.8,84,0,0,0,0,0,0,ES-Barcelone,30.35,39.65,9.3,8204.08,0.0397,0
5343,M20202,M,303.5,312.8,1375,45.7,89,0,0,0,0,0,0,FR-Lyon,30.35,39.65,9.3,6580.33,0.0332,0
5344,L52523,L,303.5,312.8,1607,38.4,92,0,0,0,0,0,0,FR-Lyon,30.35,39.65,9.3,6462.13,0.0239,0
5345,L52524,L,303.4,312.8,1360,50.8,94,0,0,0,0,0,0,ES-Barcelone,30.25,39.65,9.4,7234.88,0.0373,0
5346,L52525,L,303.5,312.8,1524,39.4,96,0,0,0,0,0,0,FR-Nantes,30.35,39.65,9.3,6287.96,0.0258,0
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0,FR-Lyon,30.25,39.55,9.3,5702.72,0.0231,0
5348,L52527,L,303.3,312.7,1262,63.8,100,0,0,0,0,0,0,FR-Toulouse,30.15,39.55,9.4,8431.57,0.0505,0
5349,L52528,L,303.3,312.6,1623,34.6,102,0,0,0,0,0,0,FR-Toulouse,30.15,39.45,9.3,5880.62,0.0213,0
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0,ES-Madrid,30.15,39.55,9.4,5777.51,0.0205,0
5351,M20210,M,303.4,312.8,1622,35.1,107,0,0,0,0,0,0,ES-Madrid,30.25,39.65,9.4,5961.93,0.0216,0
5352,M20211,M,303.5,312.9,1530,34.5,110,0,0,0,0,0,0,ES-Barcelone,30.35,39.75,9.4,5527.63,0.0225,0
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0,FR-Toulouse,30.25,39.65,9.4,6044.11,0.0228,0
5354,L52533,L,303.4,312.7,1589,34.0,116,0,0,0,0,0,0,FR-Nantes,30.25,39.55,9.3,5657.59,0.0214,0
5355,L52534,L,303.4,312.6,1462,37.5,118,0,0,0,0,0,0,FR-Nantes,30.25,39.45,9.2,5741.26,0.0256,0
5356,H34769,H,303.3,312.5,1328,49.8,120,0,0,0,0,0,0,FR-Toulouse,30.15,39.35,9.2,6925.58,0.0375,0
5357,H34770,H,303.3,312.6,1692,29.0,125,0,0,0,0,0,0,FR-Lyon,30.15,39.45,9.3,5138.39,0.0171,0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,0,0,0,0,0,ES-Barcelone,30.15,39.35,9.2,4245.42,0.0105,0
5359,H34772,H,303.3,312.6,1827,24.2,132,0,0,0,0,0,0,ES-Barcelone,30.15,39.45,9.3,4630.02,0.0132,0
5360,M20219,M,303.3,312.6,1397,47.1,137,0,0,0,0,0,0,FR-Nantes,30.15,39.45,9.3,6890.42,0.0337,0
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0,FR-Nantes,30.15,39.45,9.3,6741.02,0.0301,0
5362,L52541,L,303.3,312.7,1643,30.7,142,0,0,0,0,0,0,FR-Lyon,30.15,39.55,9.4,5282.07,0.0187,0
5363,L52542,L,303.2,312.6,1281,57.0,144,0,0,0,0,0,0,FR-Nantes,30.05,39.45,9.4,7646.32,0.0445,0
5364,L52543,L,303.2,312.5,1518,39.9,146,0,0,0,0,0,0,ES-Madrid,30.05,39.35,9.3,6342.69,0.0263,0
5365,L52544,L,303.2,312.6,1601,35.3,148,0,0,0,0,0,0,FR-Nantes,30.05,39.45,9.4,5918.27,0.022,0
5366,L52545,L,303.1,312.6,1548,36.4,150,0,0,0,0,0,0,ES-Barcelone,29.95,39.45,9.5,5900.66,0.0235,0
5367,H34780,H,303.1,312.6,1404,40.6,152,0,0,0,0,0,0,FR-Nantes,29.95,39.45,9.5,5969.28,0.0289,0
5368,M20227,M,303.1,312.5,1766,26.7,157,0,0,0,0,0,0,FR-Toulouse,29.95,39.35,9.4,4937.77,0.0151,0
5369,M20228,M,303.1,312.5,1667,30.0,160,0,0,0,0,0,0,ES-Madrid,29.95,39.35,9.4,5237.03,0.018,0
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0,FR-Lyon,29.85,39.35,9.5,5981.1,0.0251,0
5371,H34784,H,303.0,312.4,1627,37.1,168,0,0,0,0,0,0,FR-Toulouse,29.85,39.25,9.4,6321.06,0.0228,0
5372,L52551,L,302.9,312.3,1435,47.7,173,0,0,0,0,0,0,FR-Toulouse,29.75,39.15,9.4,7168.01,0.0332,0
5373,H34786,H,302.9,312.3,1509,46.8,175,0,0,0,0,0,0,FR-Toulouse,29.75,39.15,9.4,7395.43,0.031,0
5374,M20233,M,302.9,312.3,1809,25.0,180,0,0,0,0,0,0,ES-Madrid,29.75,39.15,9.4,4735.95,0.0138,0
5375,L52554,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,FR-Nantes,29.75,39.15,9.4,6472.94,0.0269,0
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,ES-Madrid,29.75,39.15,9.4,5591.72,0.0228,0
5377,H34790,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,FR-Nantes,29.65,39.15,9.5,8044.57,0.043,0
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,FR-Toulouse,29.75,39.25,9.5,4060.3,0.0094,0
5379,L52558,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,ES-Madrid,29.75,39.25,9.5,5989.45,0.0238,0
5380,L52559,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,FR-Lyon,29.75,39.25,9.5,6314.41,0.0288,0
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,FR-Lyon,29.65,39.15,9.5,5866.92,0.0251,0
5382,L52561,L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,FR-Nantes,29.65,39.25,9.6,4668.09,0.0163,0
5383,L52562,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,FR-Toulouse,29.75,39.25,9.5,6010.12,0.0199,0
5384,L52563,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,FR-Lyon,29.65,39.15,9.5,6347.19,0.0268,0
5385,M20244,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,FR-Nantes,29.75,39.25,9.5,6845.11,0.0323,0
5386,H34799,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,FR-Nantes,29.75,39.15,9.4,4940.95,0.0153,0
5387,L52566,L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,FR-Toulouse,29.75,39.05,9.3,6461.0,0.0286,0
5388,L52567,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,ES-Barcelone,29.65,39.05,9.4,7503.17,0.0349,0
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,FR-Nantes,29.65,39.15,9.5,7347.98,0.0342,0
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,ES-Barcelone,29.65,39.15,9.5,7023.62,0.0359,0
5391,H34804,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,FR-Lyon,29.65,39.15,9.5,7330.13,0.0318,0
5392,L52571,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,FR-Nantes,29.55,39.05,9.5,5662.91,0.0219,0
5393,L52572,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,ES-Barcelone,29.65,39.05,9.4,6234.62,0.0271,0
5394,L52573,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,FR-Nantes,29.65,39.15,9.5,6571.14,0.0289,0
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,ES-Madrid,29.65,39.15,9.5,9317.02,0.0558,2
5396,L52575,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,FR-Toulouse,29.65,39.25,9.6,5892.29,0.0241,0
5397,L52576,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,FR-Lyon,29.65,39.25,9.6,6331.68,0.026,0
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,FR-Nantes,29.65,39.15,9.5,6331.69,0.0301,0
5399,L52578,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,FR-Toulouse,29.75,39.25,9.5,4812.89,0.0124,0
5400,H34813,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,ES-Barcelone,29.65,39.25,9.6,7949.47,0.0381,1
5401,L52580,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,FR-Lyon,29.55,39.25,9.7,7161.27,0.0313,1
5402,M20261,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,ES-Barcelone,29.45,39.15,9.7,8343.99,0.0377,2
5403,L52582,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,ES-Barcelone,29.55,39.15,9.6,7217.13,0.0341,0
5404,L52583,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,FR-Lyon,29.55,39.15,9.6,4942.06,0.0137,0
5405,H34818,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,FR-Toulouse,29.65,39.35,9.7,6864.82,0.0324,0
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,ES-Barcelone,29.55,39.25,9.7,7364.19,0.0337,0
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,ES-Barcelone,29.55,39.25,9.7,6807.62,0.0351,0
5408,L52587,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,FR-Toulouse,29.55,39.25,9.7,5074.64,0.0127,0
5409,L52588,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,FR-Toulouse,29.45,39.25,9.8,5625.96,0.0203,0
5410,L52589,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,FR-Nantes,29.55,39.25,9.7,6632.8,0.0308,0
5411,M20270,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,ES-Madrid,29.55,39.35,9.8,7641.98,0.0363,0
5412,L52591,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,FR-Toulouse,29.65,39.45,9.8,6032.15,0.0269,0
5413,L52592,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,ES-Madrid,29.75,39.45,9.7,8330.16,0.0451,0
5414,H34827,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,FR-Lyon,29.55,39.35,9.8,5820.62,0.0238,0
5415,L52594,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,FR-Lyon,29.45,39.15,9.7,5509.96,0.0223,0
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,FR-Toulouse,29.45,39.25,9.8,7427.04,0.0356,0
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,FR-Toulouse,29.45,39.15,9.7,5267.19,0.0182,0
5418,L52597,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,FR-Toulouse,29.45,39.25,9.8,6647.48,0.033,0
5419,L52598,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,FR-Nantes,29.45,39.25,9.8,6090.17,0.0297,0
5420,L52599,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,FR-Toulouse,29.45,39.15,9.7,7387.08,0.0404,0
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,FR-Lyon,29.45,39.15,9.7,5415.1,0.0226,0
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,FR-Toulouse,29.45,39.15,9.7,6002.08,0.0234,0
5423,M20282,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,ES-Barcelone,29.55,39.25,9.7,6626.56,0.0313,0
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,FR-Toulouse,29.45,39.15,9.7,5484.66,0.0193,0
5425,L52604,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,FR-Toulouse,29.45,39.05,9.6,6561.06,0.033,0
5426,L52605,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,FR-Nantes,29.35,39.05,9.7,5185.98,0.0157,0
5427,L52606,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,ES-Barcelone,29.45,39.15,9.7,6834.85,0.027,0
5428,L52607,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,FR-Lyon,29.55,39.25,9.7,7733.94,0.0364,0
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,ES-Madrid,29.55,39.25,9.7,7197.06,0.0325,0
5430,L52609,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,ES-Madrid,29.65,39.25,9.6,5727.75,0.0216,0
5431,L52610,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,FR-Nantes,29.65,39.35,9.7,5038.03,0.0168,0
5432,L52611,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,FR-Lyon,29.65,39.35,9.7,6644.55,0.0297,0
5433,L52612,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,ES-Madrid,29.65,39.25,9.6,6734.57,0.0332,0
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,FR-Lyon,29.75,39.35,9.6,7385.36,0.0293,0
5435,L52614,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,FR-Nantes,29.75,39.35,9.6,5185.89,0.0187,0
5436,M20295,M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,ES-Madrid,29.85,39.35,9.5,6718.86,0.0276,0
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,FR-Lyon,29.75,39.35,9.6,5432.98,0.0184,0
5438,M20297,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,ES-Madrid,29.75,39.45,9.7,6773.44,0.0333,0
5439,L52618,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,FR-Lyon,29.75,39.35,9.6,5657.41,0.0191,0
5440,L52619,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,ES-Madrid,29.85,39.35,9.5,5193.37,0.0187,0
5441,H34854,H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,FR-Nantes,29.85,39.35,9.5,5334.42,0.0177,0
5442,M20301,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,FR-Lyon,29.85,39.45,9.6,6253.53,0.0308,0
5443,L52622,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,FR-Lyon,29.95,39.55,9.6,7339.33,0.0383,0
5444,M20303,M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,ES-Barcelone,29.85,39.55,9.7,6988.66,0.0328,0
5445,L52624,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,FR-Lyon,29.85,39.55,9.7,4217.86,0.0098,0
5446,M20305,M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,FR-Lyon,29.85,39.65,9.8,5539.76,0.0195,0
5447,L52626,L,303.1,312.9,1511,40.1,107,0,0,0,0,0,0,FR-Toulouse,29.95,39.75,9.8,6345.09,0.0265,0
5448,L52627,L,303.1,312.8,1465,44.1,109,0,0,0,0,0,0,FR-Nantes,29.95,39.65,9.7,6765.58,0.0301,0
5449,L52628,L,303.0,312.7,1551,41.8,111,0,0,0,0,0,0,FR-Nantes,29.85,39.55,9.7,6789.17,0.0269,0
5450,L52629,L,303.1,312.8,2329,15.1,113,0,0,0,0,0,0,FR-Lyon,29.95,39.65,9.7,3682.77,0.0065,0
5451,H34864,H,303.1,312.8,1435,41.9,115,0,0,0,0,0,0,FR-Toulouse,29.95,39.65,9.7,6296.43,0.0292,0
5452,L52631,L,303.0,312.7,1361,48.8,120,0,0,0,0,0,0,FR-Lyon,29.85,39.55,9.7,6955.15,0.0358,0
5453,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0,FR-Lyon,29.85,39.55,9.7,5822.15,0.023,0
5454,L52633,L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0,FR-Toulouse,29.85,39.45,9.6,6397.03,0.029,0
5455,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0,ES-Madrid,29.85,39.35,9.5,6150.42,0.0275,0
5456,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0,FR-Lyon,29.95,39.45,9.5,4663.43,0.0124,0
5457,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0,FR-Toulouse,29.95,39.45,9.5,5398.75,0.021,0
5458,M20317,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0,FR-Toulouse,29.85,39.35,9.5,5653.55,0.021,0
5459,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0,ES-Barcelone,29.95,39.45,9.5,6674.77,0.0278,0
5460,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0,ES-Barcelone,29.95,39.35,9.4,7470.95,0.0338,0
5461,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0,ES-Madrid,29.85,39.25,9.4,5768.86,0.0236,0
5462,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0,FR-Lyon,29.75,39.15,9.4,7305.45,0.0389,0
5463,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0,FR-Lyon,29.75,39.15,9.4,4510.2,0.0121,0
5464,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0,FR-Toulouse,29.75,39.25,9.5,5688.67,0.0223,0
5465,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0,FR-Toulouse,29.75,39.25,9.5,5750.47,0.0199,0
5466,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0,FR-Nantes,29.75,39.25,9.5,7381.49,0.0347,0
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0,ES-Madrid,29.75,39.15,9.4,6675.07,0.0313,0
5468,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,ES-Barcelone,29.75,39.25,9.5,7444.13,0.0371,0
5469,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0,ES-Madrid,29.65,39.15,9.5,5523.3,0.0169,0
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,FR-Toulouse,29.55,39.05,9.5,6404.4,0.0295,0
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,ES-Madrid,29.55,39.05,9.5,5892.32,0.0224,0
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,FR-Toulouse,29.55,39.15,9.6,8626.31,0.0454,1
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,FR-Lyon,29.65,39.15,9.5,8389.18,0.0417,0
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,ES-Madrid,29.55,39.05,9.5,7426.12,0.0378,0
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,FR-Lyon,29.55,38.95,9.4,6767.85,0.034,0
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,FR-Toulouse,29.55,39.05,9.5,6547.58,0.035,0
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,FR-Toulouse,29.45,38.95,9.5,6355.44,0.029,0
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,ES-Madrid,29.55,38.95,9.4,4892.45,0.015,0
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,ES-Madrid,29.55,39.05,9.5,5752.79,0.0212,0
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,FR-Toulouse,29.55,38.95,9.4,5257.39,0.0205,0
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,ES-Madrid,29.55,38.95,9.4,5571.93,0.0243,0
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,FR-Toulouse,29.45,38.85,9.4,5315.42,0.016,0
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,FR-Toulouse,29.45,38.95,9.5,5001.16,0.015,0
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,ES-Madrid,29.45,38.95,9.5,4586.73,0.0109,0
5485,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,ES-Madrid,29.35,38.85,9.5,4837.82,0.0138,0
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,ES-Barcelone,29.45,38.95,9.5,7177.91,0.0379,0
5487,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,FR-Lyon,29.45,39.05,9.6,6844.48,0.0283,0
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,ES-Madrid,29.45,38.95,9.5,6731.27,0.0248,0
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,FR-Nantes,29.55,39.05,9.5,7911.05,0.0359,1
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,ES-Barcelone,29.45,38.95,9.5,5494.12,0.0233,1
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,FR-Lyon,29.45,38.95,9.5,9239.21,0.0531,1
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,ES-Madrid,29.55,39.05,9.5,8284.38,0.0434,0
5493,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,FR-Nantes,29.75,39.25,9.5,7110.53,0.0381,0
5494,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,FR-Toulouse,29.65,39.25,9.6,8227.79,0.0415,0
5495,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,FR-Nantes,29.65,39.25,9.6,7091.2,0.0362,0
5496,H34909,H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,FR-Toulouse,29.75,39.35,9.6,7815.76,0.0405,1
5497,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,FR-Nantes,29.75,39.35,9.6,4835.54,0.0125,0
5498,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,ES-Barcelone,29.75,39.35,9.6,6496.81,0.0258,0
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,FR-Nantes,29.75,39.35,9.6,4224.77,0.0111,0
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,FR-Nantes,29.75,39.15,9.4,7226.49,0.0343,0
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,FR-Nantes,29.55,38.95,9.4,5901.5,0.022,0
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,FR-Lyon,29.55,38.95,9.4,6059.35,0.0243,0
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,FR-Lyon,29.45,38.95,9.5,7881.18,0.0363,0
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,FR-Nantes,29.45,38.85,9.4,5084.15,0.0177,0
